sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,run,source_file,model,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
444,promotion,Male,<20,Postgraduate degree,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,3,1,3,4,4,3,2,1,4,4,4,3,5,3,3,4,3,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample444__promotion,2.3333333333333335,3.6666666666666665,2.0,4.0,3.6666666666666665,3.5,2.5,3.75,2.0
445,promotion,Male,40–49,Bachelor’s degree,Managerial employee,Single,"26,000,000–35,000,000 VND",Chinese,2,2,1,5,4,5,4,1,3,1,4,5,2,2,4,3,4,4,5,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample445__promotion,1.6666666666666667,4.666666666666667,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.5,3.5,4.0,3.0
446,promotion,Female,<20,Postgraduate degree,Office worker,Living with parents,">46,000,000 VND",Chinese,4,2,3,5,5,4,5,1,2,4,2,5,3,1,1,3,4,5,4,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample446__promotion,3.0,4.666666666666667,2.6666666666666665,3.6666666666666665,1.6666666666666667,3.5,2.5,4.0,2.0
447,promotion,Male,40–49,Bachelor’s degree,Student,Living with parents,"36,000,000–45,000,000 VND",Chinese,5,5,5,5,2,1,1,3,4,1,5,5,2,5,1,4,5,6,3,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample447__promotion,5.0,2.6666666666666665,2.6666666666666665,3.6666666666666665,2.6666666666666665,4.5,2.5,4.5,2.0
448,promotion,Female,50–59,Postgraduate degree,Blue-collar worker,Single,">46,000,000 VND",Chinese,5,5,1,2,1,5,2,3,1,1,3,2,2,3,1,4,5,3,4,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample448__promotion,3.6666666666666665,2.6666666666666665,2.0,2.0,2.0,4.5,2.0,4.0,2.0
449,promotion,Female,30–39,Postgraduate degree,Other,Single,"26,000,000–35,000,000 VND",Chinese,2,2,1,5,4,5,4,1,1,2,2,4,4,4,3,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample449__promotion,1.6666666666666667,4.666666666666667,2.0,2.6666666666666665,3.6666666666666665,3.5,2.5,3.5,2.0
450,promotion,Male,40–49,Postgraduate degree,Other,Living with parents,"<15,000,000 VND",Chinese,4,2,3,4,2,3,5,4,1,3,4,4,4,3,3,3,4,3,2,1.0,1.0,2.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample450__promotion,3.0,3.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.5,1.5,3.0,1.3333333333333333
451,promotion,Female,30–39,High school,Managerial employee,Living with parents,"36,000,000–45,000,000 VND",Chinese,4,5,2,2,1,2,4,3,3,3,1,5,1,5,3,5,4,3,4,2.0,3.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample451__promotion,3.6666666666666665,1.6666666666666667,3.3333333333333335,3.0,3.0,4.5,3.0,4.0,2.6666666666666665
452,promotion,Male,50–59,Bachelor’s degree,Other,Married,"<15,000,000 VND",Chinese,2,4,3,3,1,2,5,4,4,4,2,1,5,5,4,4,5,5,3,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample452__promotion,3.0,2.0,4.333333333333333,2.3333333333333335,4.666666666666667,4.5,2.0,4.25,2.0
453,promotion,Female,40–49,Bachelor’s degree,Student,Single,"36,000,000–45,000,000 VND",Chinese,2,1,2,4,2,3,3,3,2,5,3,4,4,4,5,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample453__promotion,1.6666666666666667,3.0,2.6666666666666665,4.0,4.333333333333333,3.5,2.5,3.5,2.0
454,promotion,Female,50–59,Postgraduate degree,Managerial employee,Single,"36,000,000–45,000,000 VND",Chinese,1,3,3,4,3,3,3,5,5,3,3,3,4,2,4,3,4,5,2,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample454__promotion,2.3333333333333335,3.3333333333333335,4.333333333333333,3.0,3.3333333333333335,3.5,2.5,3.5,2.0
455,promotion,Male,40–49,Bachelor’s degree,Other,Living with parents,">46,000,000 VND",Chinese,5,2,3,3,4,3,5,3,4,1,2,1,5,3,4,4,5,3,4,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample455__promotion,3.3333333333333335,3.3333333333333335,4.0,1.3333333333333333,4.0,4.5,2.0,4.0,2.0
456,promotion,Female,40–49,Bachelor’s degree,Office worker,Divorced,"16,000,000–25,000,000 VND",Chinese,2,4,2,4,4,4,1,4,4,4,3,1,1,5,3,5,6,5,4,3.0,2.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample456__promotion,2.6666666666666665,4.0,3.0,2.6666666666666665,3.0,5.5,3.0,5.0,3.0
457,promotion,Male,20–29,Postgraduate degree,Other,Single,"26,000,000–35,000,000 VND",Chinese,3,1,2,2,5,1,5,5,5,5,2,3,1,4,4,4,5,3,4,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample457__promotion,2.0,2.6666666666666665,5.0,3.3333333333333335,3.0,4.5,2.0,4.0,2.0
458,promotion,Male,30–39,High school,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,2,2,4,2,5,2,3,1,4,2,4,2,4,4,2,3,4,2,5,,,,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample458__promotion,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.5,,3.5,
459,promotion,Female,>60,Bachelor’s degree,Other,Single,"16,000,000–25,000,000 VND",Chinese,4,1,2,4,2,4,5,2,2,4,3,1,5,1,4,3,4,5,4,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample459__promotion,2.3333333333333335,3.3333333333333335,3.0,2.6666666666666665,3.3333333333333335,3.5,3.5,4.0,3.0
460,promotion,Female,40–49,High school,Office worker,Divorced,">46,000,000 VND",Chinese,2,4,5,1,4,3,1,5,4,5,3,5,5,2,2,4,5,6,3,,,,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample460__promotion,3.6666666666666665,2.6666666666666665,3.3333333333333335,4.333333333333333,3.0,4.5,,4.5,
461,promotion,Female,40–49,Postgraduate degree,Office worker,Living with parents,"36,000,000–45,000,000 VND",Chinese,2,5,2,4,1,3,2,5,1,5,3,5,4,5,2,4,5,4,3,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample461__promotion,3.0,2.6666666666666665,2.6666666666666665,4.333333333333333,3.6666666666666665,4.5,2.0,4.0,2.0
462,promotion,Female,30–39,Bachelor’s degree,Student,Single,"26,000,000–35,000,000 VND",Chinese,3,2,2,4,5,5,1,5,1,5,4,4,1,5,2,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample462__promotion,2.3333333333333335,4.666666666666667,2.3333333333333335,4.333333333333333,2.6666666666666665,3.5,2.5,3.5,2.0
463,promotion,Male,>60,Postgraduate degree,Other,Single,"16,000,000–25,000,000 VND",Chinese,1,5,1,2,1,2,5,4,3,1,5,3,5,2,3,3,4,4,5,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample463__promotion,2.3333333333333335,1.6666666666666667,4.0,3.0,3.3333333333333335,3.5,3.5,4.0,3.0
464,promotion,Female,20–29,Bachelor’s degree,Student,Divorced,"<15,000,000 VND",Chinese,2,1,4,2,4,1,5,5,4,2,3,4,4,4,1,3,4,5,4,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample464__promotion,2.3333333333333335,2.3333333333333335,4.666666666666667,3.0,3.0,3.5,2.0,4.0,2.0
465,promotion,Male,40–49,Bachelor’s degree,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,4,4,2,3,2,1,1,3,3,4,3,4,2,4,4,5,3,6,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample465__promotion,3.6666666666666665,2.3333333333333335,1.6666666666666667,3.3333333333333335,3.3333333333333335,4.5,2.5,4.5,2.0
466,promotion,Male,40–49,High school,Office worker,Divorced,"26,000,000–35,000,000 VND",Chinese,5,2,1,5,1,1,1,2,5,4,2,1,2,4,2,3,4,3,2,1.0,1.0,2.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample466__promotion,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.3333333333333335,2.6666666666666665,3.5,1.5,3.0,1.3333333333333333
467,promotion,Female,20–29,Postgraduate degree,Office worker,Married,"16,000,000–25,000,000 VND",Chinese,4,4,4,1,5,3,1,1,5,4,3,4,3,4,5,5,6,4,3,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample467__promotion,4.0,3.0,2.3333333333333335,3.6666666666666665,4.0,5.5,2.5,4.5,2.0
468,promotion,Female,>60,Postgraduate degree,Managerial employee,Married,"36,000,000–45,000,000 VND",Chinese,4,1,1,5,3,4,2,5,5,3,3,4,5,4,5,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample468__promotion,2.0,4.0,4.0,3.3333333333333335,4.666666666666667,3.5,2.5,3.5,2.0
469,promotion,Male,50–59,Bachelor’s degree,Managerial employee,Married,">46,000,000 VND",Chinese,2,2,3,4,2,2,2,3,1,5,4,3,2,4,3,4,5,3,4,,,,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample469__promotion,2.3333333333333335,2.6666666666666665,2.0,4.0,3.0,4.5,,4.0,
470,promotion,Male,40–49,High school,Blue-collar worker,Single,"<15,000,000 VND",Chinese,1,3,1,1,4,5,4,3,3,3,4,3,1,1,3,3,4,3,2,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample470__promotion,1.6666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.6666666666666667,3.5,2.5,3.0,2.0
471,promotion,Female,50–59,Bachelor’s degree,Managerial employee,Married,">46,000,000 VND",Chinese,5,1,4,2,2,5,2,3,2,5,4,1,3,5,5,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample471__promotion,3.3333333333333335,3.0,2.3333333333333335,3.3333333333333335,4.333333333333333,3.5,2.5,3.5,2.0
472,promotion,Female,<20,High school,Blue-collar worker,Divorced,"<15,000,000 VND",Chinese,4,2,5,1,4,4,1,1,3,3,5,3,2,5,4,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample472__promotion,3.6666666666666665,3.0,1.6666666666666667,3.6666666666666665,3.6666666666666665,3.5,2.5,3.5,2.0
473,promotion,Female,20–29,Bachelor’s degree,Student,Living with parents,"<15,000,000 VND",Chinese,4,3,5,2,2,1,2,3,5,1,5,5,3,5,5,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample473__promotion,4.0,1.6666666666666667,3.3333333333333335,3.6666666666666665,4.333333333333333,3.5,2.5,3.5,2.0
474,promotion,Female,<20,High school,Civil servant,Single,"26,000,000–35,000,000 VND",Chinese,1,2,1,2,5,2,4,2,4,5,2,4,5,5,2,3,4,5,2,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample474__promotion,1.3333333333333333,3.0,3.3333333333333335,3.6666666666666665,4.0,3.5,2.5,3.5,2.0
475,promotion,Female,<20,High school,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,5,2,2,5,2,1,1,3,4,2,3,1,1,3,1,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample475__promotion,3.0,2.6666666666666665,2.6666666666666665,2.0,1.6666666666666667,3.5,2.5,3.5,2.0
476,promotion,Male,50–59,High school,Civil servant,Single,"16,000,000–25,000,000 VND",Chinese,2,2,5,3,4,3,4,2,1,3,1,1,2,4,3,3,4,5,4,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample476__promotion,3.0,3.3333333333333335,2.3333333333333335,1.6666666666666667,3.0,3.5,2.0,4.0,2.0
477,promotion,Male,20–29,Postgraduate degree,Office worker,Single,"<15,000,000 VND",Chinese,4,2,1,2,3,1,4,5,2,3,1,3,3,4,4,4,3,3,2,1.0,1.0,2.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample477__promotion,2.3333333333333335,2.0,3.6666666666666665,2.3333333333333335,3.6666666666666665,3.5,1.5,3.0,1.3333333333333333
478,promotion,Male,<20,Bachelor’s degree,Civil servant,Single,"26,000,000–35,000,000 VND",Chinese,5,3,1,4,5,1,1,3,5,4,3,3,2,3,5,4,5,4,3,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample478__promotion,3.0,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,4.5,3.5,4.0,3.0
479,promotion,Female,20–29,Postgraduate degree,Student,Single,">46,000,000 VND",Chinese,5,2,4,4,4,4,3,2,1,3,1,1,1,2,1,3,4,4,5,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample479__promotion,3.6666666666666665,4.0,2.0,1.6666666666666667,1.3333333333333333,3.5,3.5,4.0,3.0
480,promotion,Male,<20,Postgraduate degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,1,2,4,1,1,1,1,1,1,4,4,1,1,1,2,2,3,4,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample480__promotion,2.3333333333333335,1.0,1.0,3.0,1.3333333333333333,2.5,2.5,3.5,2.0
481,promotion,Female,>60,High school,Other,Living with parents,"36,000,000–45,000,000 VND",Chinese,3,2,5,3,3,5,3,1,1,5,2,3,3,3,1,3,4,4,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample481__promotion,3.3333333333333335,3.6666666666666665,1.6666666666666667,3.3333333333333335,2.3333333333333335,3.5,2.5,4.0,2.0
482,promotion,Male,20–29,Bachelor’s degree,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,4,4,2,1,5,2,5,4,3,5,1,3,2,4,3,4,5,4,3,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample482__promotion,3.3333333333333335,2.6666666666666665,4.0,3.0,3.0,4.5,3.5,4.0,3.0
483,promotion,Male,50–59,Postgraduate degree,Other,Single,"26,000,000–35,000,000 VND",Chinese,2,4,5,4,1,4,1,2,2,1,3,3,5,4,4,3,4,5,6,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample483__promotion,3.6666666666666665,3.0,1.6666666666666667,2.3333333333333335,4.333333333333333,3.5,2.5,4.5,2.0
484,promotion,Female,40–49,Postgraduate degree,Civil servant,Single,"26,000,000–35,000,000 VND",Chinese,2,2,2,4,1,3,5,1,2,5,5,5,5,5,5,3,4,2,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample484__promotion,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,3.5,2.5,3.5,2.0
485,promotion,Male,40–49,High school,Civil servant,Divorced,"16,000,000–25,000,000 VND",Chinese,5,2,1,5,5,4,4,5,3,1,4,2,1,2,4,4,5,4,3,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample485__promotion,2.6666666666666665,4.666666666666667,4.0,2.3333333333333335,2.3333333333333335,4.5,2.0,4.0,2.0
486,promotion,Male,30–39,Bachelor’s degree,Other,Married,"36,000,000–45,000,000 VND",Chinese,1,5,5,1,1,4,2,1,4,4,2,4,2,1,2,3,4,5,2,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample486__promotion,3.6666666666666665,2.0,2.3333333333333335,3.3333333333333335,1.6666666666666667,3.5,2.5,3.5,2.0
487,promotion,Male,30–39,Postgraduate degree,Civil servant,Single,"<15,000,000 VND",Chinese,3,1,2,5,2,2,3,1,2,4,5,5,2,3,1,3,2,4,1,1.0,1.0,2.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample487__promotion,2.0,3.0,2.0,4.666666666666667,2.0,2.5,1.5,2.5,1.3333333333333333
488,promotion,Male,20–29,Postgraduate degree,Managerial employee,Single,"<15,000,000 VND",Chinese,1,4,2,1,4,4,1,5,2,1,3,2,4,2,2,3,4,5,6,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample488__promotion,2.3333333333333335,3.0,2.6666666666666665,2.0,2.6666666666666665,3.5,2.5,4.5,2.0
489,promotion,Female,50–59,High school,Civil servant,Living with parents,">46,000,000 VND",Chinese,3,5,3,2,2,1,3,3,1,2,1,1,1,5,1,4,5,3,2,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample489__promotion,3.6666666666666665,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,4.5,2.5,3.5,2.0
490,promotion,Female,20–29,High school,Other,Single,">46,000,000 VND",Chinese,4,2,2,2,2,2,2,1,5,1,3,1,2,3,2,3,4,2,5,1.0,1.0,2.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample490__promotion,2.6666666666666665,2.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,3.5,1.5,3.5,1.3333333333333333
491,promotion,Male,40–49,Bachelor’s degree,Managerial employee,Married,"36,000,000–45,000,000 VND",Chinese,5,5,1,2,2,4,4,3,4,5,3,4,1,3,3,4,5,5,6,3.0,2.0,1.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample491__promotion,3.6666666666666665,2.6666666666666665,3.6666666666666665,4.0,2.3333333333333335,4.5,1.5,5.0,2.0
492,promotion,Male,<20,High school,Managerial employee,Married,"<15,000,000 VND",Chinese,5,4,2,4,5,1,5,3,3,4,1,5,2,1,5,5,6,4,3,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample492__promotion,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,2.6666666666666665,5.5,2.0,4.5,2.0
493,promotion,Female,50–59,Postgraduate degree,Civil servant,Single,"36,000,000–45,000,000 VND",Chinese,2,3,1,5,2,3,2,2,3,5,2,5,4,1,5,3,4,3,4,2.0,3.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample493__promotion,2.0,3.3333333333333335,2.3333333333333335,4.0,3.3333333333333335,3.5,3.0,3.5,2.6666666666666665
494,promotion,Male,30–39,High school,Other,Divorced,"<15,000,000 VND",Chinese,5,3,1,4,1,3,5,4,5,3,5,5,4,5,1,3,4,3,5,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample494__promotion,3.0,2.6666666666666665,4.666666666666667,4.333333333333333,3.3333333333333335,3.5,2.5,3.75,2.0
495,promotion,Male,<20,Postgraduate degree,Student,Living with parents,"<15,000,000 VND",Chinese,5,5,3,3,4,4,1,4,1,2,3,2,5,2,5,4,5,4,3,2.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample495__promotion,4.333333333333333,3.6666666666666665,2.0,2.3333333333333335,4.0,4.5,2.5,4.0,2.3333333333333335
496,promotion,Female,30–39,High school,Civil servant,Divorced,">46,000,000 VND",Chinese,5,3,1,2,4,2,4,5,5,1,2,1,5,5,2,4,5,6,3,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample496__promotion,3.0,2.6666666666666665,4.666666666666667,1.3333333333333333,4.0,4.5,2.0,4.5,2.0
497,promotion,Male,>60,High school,Civil servant,Divorced,">46,000,000 VND",Chinese,3,2,2,4,2,1,4,3,3,5,3,2,4,2,4,3,4,3,2,1.0,2.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample497__promotion,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.5,2.5,3.0,2.0
498,promotion,Female,<20,Postgraduate degree,Civil servant,Divorced,">46,000,000 VND",Chinese,1,5,5,2,3,5,3,4,4,1,2,2,2,3,2,5,6,4,3,2.0,1.0,3.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample498__promotion,3.6666666666666665,3.3333333333333335,3.6666666666666665,1.6666666666666667,2.3333333333333335,5.5,2.0,4.5,2.0
499,promotion,Male,>60,Bachelor’s degree,Other,Married,"16,000,000–25,000,000 VND",Chinese,2,2,5,1,2,5,2,1,5,5,2,5,4,2,2,3,2,3,4,1.0,1.0,2.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample499__promotion,3.0,2.6666666666666665,2.6666666666666665,4.0,2.6666666666666665,2.5,1.5,3.0,1.3333333333333333
500,promotion,Male,<20,Bachelor’s degree,Managerial employee,Divorced,"<15,000,000 VND",Chinese,1,2,2,2,4,3,4,5,5,3,3,3,2,3,2,3,4,5,4,2.0,3.0,4.0,3,deepseek-v2_236b_3.csv,deepseek-v2_236b,deepseek-v2_236b__run03__sample500__promotion,1.6666666666666667,3.0,4.666666666666667,3.0,2.3333333333333335,3.5,3.5,4.0,3.0
1,promotion,Female,30–39,High school,Blue-collar worker,Single,">46,000,000 VND",Chinese,4,4,5,3,4,4,3,2,3,2,2,1,4,1,1,5,4,3,4,2.0,1.0,2.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample1__promotion,4.333333333333333,3.6666666666666665,2.6666666666666665,1.6666666666666667,2.0,4.5,1.5,4.0,1.6666666666666667
2,promotion,Female,40–49,High school,Student,Single,">46,000,000 VND",Chinese,5,4,4,1,2,2,4,5,3,2,3,5,5,1,1,3,4,4,5,2.0,3.0,4.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample2__promotion,4.333333333333333,1.6666666666666667,4.0,3.3333333333333335,2.3333333333333335,3.5,3.5,4.0,3.0
3,promotion,Male,<20,Postgraduate degree,Other,Divorced,">46,000,000 VND",Chinese,4,3,4,3,2,1,1,1,2,3,4,4,5,4,5,3,4,4,5,2.0,3.0,4.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample3__promotion,3.6666666666666665,2.0,1.3333333333333333,3.6666666666666665,4.666666666666667,3.5,3.5,4.0,3.0
4,promotion,Male,>60,High school,Student,Married,"36,000,000–45,000,000 VND",Chinese,4,1,2,5,5,5,3,4,1,4,3,5,5,5,3,3,4,5,6,2.0,3.0,4.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample4__promotion,2.3333333333333335,5.0,2.6666666666666665,4.0,4.333333333333333,3.5,3.5,4.5,3.0
5,promotion,Male,50–59,High school,Managerial employee,Single,"16,000,000–25,000,000 VND",Chinese,1,1,3,1,3,5,4,4,1,5,4,5,2,5,2,2,3,4,5,1.0,2.0,3.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample5__promotion,1.6666666666666667,3.0,3.0,4.666666666666667,3.0,2.5,2.5,3.5,2.0
6,promotion,Female,40–49,Bachelor’s degree,Student,Married,"36,000,000–45,000,000 VND",Chinese,4,2,1,3,1,2,2,1,4,5,2,1,4,3,3,3,4,2,3,1.0,2.0,3.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample6__promotion,2.3333333333333335,2.0,2.3333333333333335,2.6666666666666665,3.3333333333333335,3.5,2.5,3.0,2.0
7,promotion,Male,40–49,Postgraduate degree,Office worker,Married,"16,000,000–25,000,000 VND",Chinese,4,4,4,2,5,2,1,4,2,3,5,1,4,4,2,5,6,5,4,3.0,2.0,1.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample7__promotion,4.0,3.0,2.3333333333333335,3.0,3.3333333333333335,5.5,1.5,5.0,2.0
8,promotion,Female,20–29,Postgraduate degree,Office worker,Married,"<15,000,000 VND",Chinese,2,1,1,5,5,3,4,4,3,4,3,2,2,5,3,3,4,3,5,2.0,3.0,4.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample8__promotion,1.3333333333333333,4.333333333333333,3.6666666666666665,3.0,3.3333333333333335,3.5,3.5,3.75,3.0
9,promotion,Female,<20,High school,Other,Living with parents,"26,000,000–35,000,000 VND",Chinese,2,1,4,2,2,5,1,5,5,4,1,2,5,5,2,3,4,3,5,2.0,2.0,3.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample9__promotion,2.3333333333333335,3.0,3.6666666666666665,2.3333333333333335,4.0,3.5,2.5,3.75,2.3333333333333335
10,promotion,Female,40–49,Postgraduate degree,Other,Divorced,"26,000,000–35,000,000 VND",Chinese,2,1,4,1,5,2,3,5,4,4,3,1,1,4,1,3,4,4,5,1.0,2.0,3.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample10__promotion,2.3333333333333335,2.6666666666666665,4.0,2.6666666666666665,2.0,3.5,2.5,4.0,2.0
11,promotion,Female,<20,Bachelor’s degree,Other,Single,"26,000,000–35,000,000 VND",Chinese,5,2,1,5,2,2,1,5,2,1,5,2,3,5,1,3,4,2,5,1.0,2.0,3.0,4,deepseek-v2_236b_4.csv,deepseek-v2_236b,deepseek-v2_236b__run04__sample11__promotion,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,3.0,3.5,2.5,3.5,2.0
